X,Y,id
"117.320633708179","-9.0068668902947","6369"
"117.468491025441","-8.93494723842429","2738"
"117.642682131675","-8.92962239665621","4008"
"117.476697920073","-8.91853942245632","9090"
"117.973225756264","-8.89997901711791","3132"
"117.077492172426","-8.87642169970161","1055"
"117.854784906099","-8.81683988655146","6378"
"116.418401361534","-8.81400814985619","6567"
"116.775227119836","-8.72474167378914","7711"
"115.557037871601","-8.68821531678338","9513"
"115.085275135139","-8.51685268270512","652"
"117.513767732895","-8.48135031176741","7866"
"117.080457915301","-8.47451420336773","3554"
"117.509830172724","-8.44666007180484","4048"
"116.556769470535","-8.28291429076188","9006"
"112.448843397405","-8.23407028571506","6993"
"111.577258762582","-8.21303336150038","181"
"117.938505808996","-8.21287557904469","1947"
"112.680733373846","-8.21089573684873","238"
"111.286038098779","-8.20890770092961","4991"
"113.529987480738","-8.15689145517649","2823"
"111.844281516479","-8.14652114423535","7361"
"115.147815685446","-8.14608597308916","1161"
"113.203261465644","-8.11951020982826","680"
"110.825098168046","-8.09816750442673","3875"
"114.326617593527","-8.07332113296388","5969"
"114.410394514295","-8.07244408712489","4500"
"111.611782409431","-8.06969651618124","2600"
"111.979021414107","-8.03485277093858","6752"
"114.268728335045","-8.03352575201183","4764"
"110.368125253877","-8.0230590220562","1935"
"111.026313288428","-7.97998812585126","4631"
"112.019174189238","-7.96292360603957","5595"
"113.99542499207","-7.94667840908124","6229"
"112.889293324827","-7.9450070388437","3293"
"113.221436445835","-7.92870168353579","399"
"114.260829282845","-7.9203119711205","241"
"110.598397628748","-7.87205177716771","7804"
"111.565829171679","-7.85777754879479","4362"
"111.846158483427","-7.83381082041296","7984"
"112.159141927758","-7.81224747893793","6779"
"113.598369870573","-7.78791448996168","9878"
"113.735317088513","-7.77669024845613","7347"
"112.18354648838","-7.76492712598605","7982"
"113.183201867073","-7.75691631773384","1838"
"112.213458668982","-7.74920266257277","7814"
"110.856963169814","-7.73945804954928","597"
"110.341408113594","-7.72583365779701","7388"
"114.262418962265","-7.72513537020114","6148"
"110.052198922942","-7.70221871991794","5349"
"112.751236151927","-7.70033636063448","392"
"110.345361423591","-7.67548424700033","7718"
"110.672445229464","-7.67002409593522","4783"
"111.627198319947","-7.669596654462","161"
"110.25782931617","-7.65891717458788","2252"
"108.05116280452","-7.65305303996576","911"
"107.89675089274","-7.64112957736808","9327"
"110.310883103473","-7.64096020265117","5664"
"108.875486871522","-7.64064363499568","4897"
"111.048106554174","-7.63978337500271","1510"
"111.807486215417","-7.60497957404806","487"
"109.934195172969","-7.57544706562953","7830"
"108.322731735681","-7.52334653631357","5270"
"110.798776912924","-7.52128982636435","758"
"109.275658241035","-7.5168733547215","7837"
"112.082991414422","-7.51444981400766","571"
"109.853351519657","-7.49216116390653","6931"
"110.718415199102","-7.47214326599885","7709"
"107.840414222938","-7.46210490112026","4174"
"110.295352151681","-7.44778618508434","8138"
"108.960339787052","-7.43480831864895","6849"
"112.529061744904","-7.40330681385831","8533"
"110.997596157537","-7.38068668624152","8108"
"106.535956691748","-7.37491626817121","4740"
"110.651580258322","-7.37110456812127","576"
"110.646605602667","-7.37060652357218","3509"
"108.412743586947","-7.32730209051903","3658"
"107.263336079696","-7.32659830087084","8511"
"109.023237262989","-7.30335354373102","76"
"107.967994721179","-7.29810037972868","5525"
"109.748334732762","-7.28927397811157","7323"
"110.201585989702","-7.27918143897216","5416"
"110.521213651389","-7.27894745785886","5513"
"110.169287171166","-7.26477557683137","1870"
"110.77650689138","-7.25100824593375","8869"
"110.024395657933","-7.23884144567614","7415"
"111.956871062649","-7.22362802561287","1474"
"106.702889509144","-7.21119718530184","2614"
"107.776290383794","-7.20985874858235","982"
"108.914162316838","-7.20434491968223","5243"
"111.423728439116","-7.19668845510807","1239"
"112.453912175207","-7.19589460375289","4775"
"112.314643864623","-7.18086628125383","4919"
"111.829503692941","-7.17765339748627","1392"
"109.755069807726","-7.15100755635359","7100"
"111.655005751514","-7.15001717795036","8143"
"109.511575276378","-7.1210001789151","809"
"110.647948276092","-7.10171365825869","5475"
"109.586401018192","-7.09533279567194","9914"
"109.500658683951","-7.0933742188451","3226"
"107.351944070363","-7.08590180052761","172"
"106.589475523876","-7.0814044537525","3879"
"107.180676730247","-7.07038599241957","3135"
"107.533344239245","-7.06430445298804","6258"
"111.844187700102","-7.0612460718487","5134"
"110.760091377215","-7.05265068088414","9473"
"112.714558498376","-7.04929646146246","789"
"109.371245044523","-7.04735540612705","4490"
"112.814678143082","-7.04506578345911","9855"
"108.027388540948","-7.0397623437571","8854"
"107.205759331128","-7.02891552073464","9066"
"109.970391734191","-7.02126388102323","6730"
"112.44373308981","-7.01577221411634","1644"
"107.486572984456","-7.01404244640173","9908"
"109.841296658914","-7.00998039757724","5028"
"110.398600510805","-7.00749063168723","5113"
"108.399812385433","-7.00429891256471","7744"
"108.540697973832","-7.0042687618938","9048"
"113.943054383753","-6.99023895936045","4235"
"113.506053927447","-6.97638244449416","8925"
"111.303350967273","-6.97630681420804","4093"
"108.099870405795","-6.96968055181594","3463"
"112.993255327472","-6.94002393605575","166"
"110.907680163209","-6.93842654584836","3580"
"106.760091931098","-6.93340593663464","8486"
"112.832830601551","-6.92923889286055","4979"
"106.321674419339","-6.92026919776521","4492"
"109.272156983358","-6.92025866940202","4177"
"110.962280606365","-6.90839912521943","1636"
"109.715313951078","-6.87111073577177","666"
"108.494818132451","-6.86666272850209","3473"
"107.186882384215","-6.86586342635599","2998"
"108.197267023854","-6.82255837456927","5504"
"111.699729881329","-6.81589209414477","7318"
"107.767246527006","-6.77878281727317","189"
"108.05724583143","-6.77851355755462","1373"
"105.201380485721","-6.58163653739626","4628"
"105.910185192493","-6.47532602267773","9245"
"105.941973903873","-6.46371589377344","9063"
"105.95851462435","-6.29857212110647","6540"
"105.95962129139","-6.13317386188419","6511"
"105.140240257182","-5.75904578863219","1664"
"105.408728552581","-5.60078422271368","9689"
"105.738115123814","-5.54798013667391","2175"
"105.75903528545","-5.50476582648167","9995"
"105.234114302733","-5.50313698518369","6526"
"105.291590525982","-5.44400057296804","5054"
"104.754526060629","-5.43663078258453","6223"
"105.271298470648","-5.43123182948528","5345"
"104.789107373806","-5.42293653059636","6578"
"104.745491576575","-5.3730799473816","3987"
"104.32595053419","-5.24984788347302","6822"
"104.461541896441","-5.23454984439974","9458"
"104.854656126679","-5.21747920470148","9241"
"104.712613999337","-5.18488665589439","9740"
"104.852402350988","-5.14251329095555","6399"
"104.570057006526","-5.14245073051677","5791"
"105.739967440345","-5.05850168130752","6293"
"105.344778759232","-5.0052990867834","5696"
"103.762408805622","-4.97534175751605","6804"
"104.693400411","-4.96110172766254","1171"
"103.784462229049","-4.89501774237488","3823"
"103.747836277522","-4.84765325699215","4025"
"104.739603589234","-4.84456918042326","4689"
"104.864977994739","-4.77198983536255","1740"
"104.79749771125","-4.76697118846954","5553"
"103.788710523872","-4.74573603928673","5184"
"103.945211748723","-4.73113195127848","2184"
"103.3682094588","-4.66108765387207","5563"
"104.740662688432","-4.62515209119601","930"
"104.903650446211","-4.60422242732312","6476"
"103.168235790449","-4.60105766717754","9466"
"105.30983732873","-4.57291828055418","2069"
"100.013492488987","-2.7010375774222","5080"
"102.957410958949","-4.34066828571275","4223"
"102.796959691337","-4.21434444074328","3029"
"102.84964868394","-4.19810348408845","8173"
"102.495518991508","-4.11863846359415","3088"
"102.470310834478","-4.03672426900977","6067"
"102.910205832533","-4.02472468959269","3649"
"102.353242484653","-3.78060568250618","3812"
"102.962302750172","-3.63123321983716","3619"
"102.610003797737","-3.57364915528422","2083"
"103.055301353375","-3.51208582000453","2009"
"103.989168496929","-4.53798281345604","7257"
"105.477344260729","-4.48837979049489","2463"
"104.663843537249","-4.48256101407947","4929"
"103.153663448509","-4.41038185653741","23"
"103.578510766159","-4.38733608968874","9013"
"103.360545460605","-4.37870398659965","4062"
"105.374599776459","-4.36514638389843","1377"
"103.36191345804","-4.36199396604866","3611"
"103.636161892258","-4.33626641816062","892"
"103.588144931643","-4.29326451704378","6841"
"103.78708826741","-4.1624272121461","1287"
"105.477590710943","-4.12215377947331","463"
"104.295218583771","-4.11635762190667","8601"
"105.156213366953","-4.10367640584138","4181"
"104.359412174332","-4.10314296847315","421"
"103.63066149743","-4.08636056238998","3104"
"105.145398669513","-4.04392312884926","5443"
"105.134003530738","-4.03082102287186","3039"
"104.697666778599","-3.99961727012089","738"
"105.378805718609","-3.98348528521768","9565"
"105.348334750548","-3.90939955594473","6389"
"104.929248575361","-3.90068944566133","1475"
"105.234573186304","-3.86177077240319","4644"
"104.129023796811","-3.81249673223834","3655"
"105.546723828742","-3.74134159583792","1590"
"105.40828850621","-3.72864166937751","5484"
"105.110156273693","-3.56574961385354","1494"
"105.216988586754","-3.54729743382944","493"
"104.739173022617","-3.53337742233015","5076"
"105.186275592245","-3.51699569659405","7591"
"105.732349959583","-3.49315250988036","2983"
"102.210440559684","-3.40634194652358","5026"
"101.855694639196","-3.39038301906101","9279"
"102.060641986538","-3.29577861249294","4070"
"101.822596542796","-3.28369652477477","2423"
"101.61315130369","-3.23577469264791","6683"
"102.012339912057","-3.22401862895651","1224"
"102.041726779767","-3.17457511335073","4067"
"102.047114950894","-3.13566984718562","7874"
"101.528337306322","-3.0317371201719","3487"
"102.425058774743","-3.03161916689101","5256"
"100.257064835074","-3.01998814313822","3091"
"100.313368124739","-3.00502477147597","4291"
"102.42121705982","-2.95429816612744","2745"
"102.981943843833","-2.84639853676299","7976"
"101.927964106658","-2.83659373391362","9205"
"102.5689845465","-2.80429570228478","9646"
"101.870745111098","-2.7728359979829","8568"
"102.114964662389","-2.7686419070983","7367"
"102.422122919038","-2.75847569999354","5853"
"102.986522833762","-2.71878367902355","4014"
"102.042788874607","-2.67447444783744","4240"
"101.351494803542","-2.66110608317916","6035"
"102.789169895974","-2.64903478282889","1985"
"101.007951670333","-2.45763729682375","6589"
"101.394418219925","-2.41720041146976","5770"
"104.469445349923","-3.40629348475647","871"
"103.881938819321","-3.28318710380177","1371"
"103.855954815363","-3.22406754667986","1480"
"103.679817237176","-3.05556558678234","6328"
"104.511618138167","-3.03766146800228","857"
"103.692450893494","-3.0319834750573","9832"
"103.55681161986","-2.99075813787772","1120"
"105.140761581582","-3.47629958166033","6740"
"104.791063748193","-3.4292380185197","5955"
"104.771764759336","-3.33663302789188","8905"
"104.743394607575","-3.31442398937554","5466"
"105.553071310293","-3.26796520133291","2221"
"104.90342077375","-3.2208195434871","1453"
"105.135000589306","-3.13110611875231","1619"
"105.874944733812","-3.12473456504807","7025"
"103.341868796308","-2.68962328668528","8967"
"104.109835218621","-2.67807441330348","7684"
"103.35230240783","-2.6432844277341","2629"
"103.822992235104","-2.58230346103585","9419"
"103.200992325236","-2.49347282970729","6194"
"103.675153164187","-2.49332628517988","9715"
"103.668415750087","-2.44910695382282","6777"
"105.241528571786","-2.89693072307438","7484"
"105.280543451819","-2.85573455540538","439"
"105.105411802213","-2.78690047837432","4267"
"104.614867819294","-2.70798640504853","6906"
"105.094125743109","-2.58992269008002","3408"
"105.425086127023","-2.51880178097736","8536"
"105.287730343481","-2.47989438072102","5400"
"105.489548661641","-2.42713919801554","1608"
"105.341202443238","-2.40004272549135","7611"
"105.206502536663","-2.39918112820646","5732"
"111.49864873655","-6.71310879333612","5485"
"107.142363904171","-6.71213340843002","1309"
"111.595241384083","-6.7101560942283","3451"
"111.603000010742","-6.69902239646638","8637"
"107.549060581781","-6.69282669349707","5106"
"107.471130135647","-6.65949419959759","6345"
"107.518033777837","-6.65648724529007","964"
"106.763405004737","-6.63353648731896","4239"
"108.350520531497","-6.59126039575062","6668"
"106.400659022896","-6.58421930038037","3149"
"108.26695687416","-6.580599015632","554"
"107.501858787353","-6.55908203420847","1613"
"106.714107719795","-6.55308022687092","2317"
"111.036390730648","-6.53506543302325","4975"
"107.449228767793","-6.53097243762784","1396"
"106.220932348449","-6.52049704810025","8667"
"108.046243922119","-6.46603028197188","5582"
"106.422160358814","-6.44282296540746","359"
"108.06331037997","-6.40951151024797","7225"
"107.646020794824","-6.24677533061697","3911"
"106.929350898925","-6.20678448471614","4805"
"106.838637639416","-6.18628645225795","9571"
"106.322476763892","-6.16688180295279","3592"
"106.657434614516","-6.05758464151796","2032"
"107.023962835516","-6.0422991704703","9156"
"111.96716284479","-3.42694757836802","4331"
"111.930180869651","-3.23759549333732","1113"
"106.887825436395","-2.98187220923501","7584"
"111.872458536133","-2.98087235557472","9691"
"111.098139007909","-2.96945624011335","3141"
"108.001982163446","-2.94708895329251","2685"
"111.928614499759","-2.91421203615647","3959"
"108.134210331042","-2.89931887996227","6276"
"107.705439302782","-2.891985032783","7965"
"112.067344824204","-2.85026619622795","1497"
"110.670932637231","-2.83418225220913","7670"
"110.637808588196","-2.74186740985306","7642"
"106.192068294416","-2.70283885652793","6129"
"110.54450141231","-2.66802580694537","1703"
"106.261119188999","-2.63743213718334","6756"
"111.518616458583","-2.59000714451406","4021"
"110.46756838897","-2.53829386147248","742"
"114.878013456256","-4.00605262263036","6958"
"115.013846151579","-3.97966830075143","4804"
"115.188787807711","-3.86956446992428","8428"
"116.130424946254","-3.84025271718912","4165"
"115.125194293382","-3.77491972786311","9143"
"115.278547258849","-3.76983163532168","6483"
"115.172069467532","-3.57849978183941","6674"
"116.189691094668","-3.56205573038761","2424"
"115.957816819491","-3.55757019081159","5438"
"115.5729825565","-3.3984087353748","9960"
"114.487313454253","-3.34117844163171","1343"
"112.692259828928","-3.33164448130771","2307"
"115.170562371057","-3.31615857385907","4515"
"115.404474468622","-3.3068665293668","9330"
"113.899773765647","-3.27958020546208","790"
"114.308796891363","-3.2539608918816","8410"
"114.329403564623","-3.24881013547935","1802"
"114.70940148589","-3.205386625892","4384"
"115.265964265838","-3.15829049640922","936"
"114.715515287601","-3.14964959884986","1775"
"112.513489340661","-3.13690710118175","6179"
"112.50219568948","-3.1332079063198","1083"
"114.398538838996","-3.12904661191158","4516"
"113.928605501643","-3.10468134896502","7321"
"112.530206061161","-3.10357111341608","3430"
"116.131779882835","-3.09858017283665","1819"
"114.779264294712","-3.08578725198004","8864"
"113.1253368714","-3.04412697747796","4445"
"112.192904992771","-2.97540300894167","5749"
"112.492605675312","-2.96747359473056","1731"
"113.278640041405","-2.94842002996035","4907"
"115.882106060247","-2.92654433685163","497"
"113.48776559041","-2.88739905602159","3054"
"115.440824417313","-2.78634753291226","6590"
"113.74877873625","-2.77612888903695","1700"
"113.567166772529","-2.75843994025098","4002"
"113.76993571636","-2.72727137077709","3872"
"113.264966460334","-2.71666990079524","6477"
"116.260173554366","-2.68287912766954","8823"
"115.478522978553","-2.67625072309232","9427"
"114.26628152797","-2.66961332529468","5544"
"113.006353392795","-2.65944217731459","581"
"113.387526834995","-2.60833617857173","3749"
"113.901292063178","-2.56534596504423","5430"
"115.395315073232","-2.56280369763249","2554"
"112.149774634292","-2.54794107162309","112"
"114.843638551878","-2.54763826719221","5431"
"113.549593518826","-2.50305340189294","1648"
"116.520801149154","-2.47238023386063","2878"
"115.87609918433","-2.45196860466734","4794"
"115.448565960451","-2.44762021440135","180"
"113.408629309895","-2.42915763012047","3967"
"116.372673924662","-2.42439181323152","3891"
"123.119646253572","-10.695544145346","7841"
"123.239101941901","-10.6817384394773","2154"
"123.811225809024","-10.334746002426","9461"
"123.568590203975","-10.3263202658675","8221"
"123.668985776872","-10.2848252336975","4420"
"123.648900300309","-10.1466583803799","8623"
"123.984389037824","-10.057901470976","7310"
"124.033365819677","-9.97598717926485","7451"
"123.928380321095","-9.92316824721678","6896"
"124.588904360848","-9.88437408869316","8258"
"120.468743884523","-9.86021631732916","3049"
"120.0756340115","-9.82070249162666","1940"
"124.369692826962","-9.70450122225355","8890"
"119.281180807548","-9.58402481869041","740"
"123.959466981216","-9.38630861415118","670"
"124.90848217851","-9.3349502368639","4830"
"124.979420135831","-9.33478314372707","9291"
"124.826075236383","-9.28374110926472","9356"
"121.655626255647","-8.74451352168165","3599"
"119.981146480825","-8.73989936016727","545"
"121.694340440159","-8.6820963700514","1725"
"121.754825307542","-8.62898636702715","7126"
"118.84904705138","-8.61632747932964","6297"
"118.647754848308","-8.59517488521271","6747"
"122.579715476188","-8.59180857170816","7954"
"121.11150073627","-8.55966160999526","5092"
"118.954380872679","-8.55802378177208","4083"
"123.421393536782","-8.51979504500525","8599"
"118.268548200939","-8.51513917293443","5896"
"118.824826786127","-8.50847822459036","7651"
"140.490678561966","-8.49990726910517","703"
"120.917616524083","-8.49924686455114","140"
"121.957232553939","-8.49362688777063","3096"
"120.323519708468","-8.48050607769329","6124"
"140.689217654271","-8.47608876608365","7426"
"124.099803367132","-8.43092802620737","6032"
"118.787304482116","-8.42510093106307","505"
"140.337983449676","-8.38898924156018","9053"
"140.518364750533","-8.37946285892377","578"
"138.082618559299","-8.29685073737159","7297"
"125.078956327373","-8.29284181959423","884"
"130.821993250188","-8.29176750656512","5570"
"140.596988182759","-8.26648167149187","8152"
"127.970520098924","-8.23885409983677","3514"
"130.935323018443","-8.23129251283916","7466"
"119.023458656092","-8.21205643515628","7979"
"138.432274396147","-8.21097161085112","4275"
"123.800467178018","-8.20794971700576","5174"
"141.007111884406","-8.20078772667222","3306"
"125.086799226803","-8.19228945169681","341"
"131.045193578621","-8.11270546348629","1659"
"138.84187058426","-8.09730183591097","1219"
"140.519472324988","-8.09622921360727","2805"
"140.35493663252","-8.07075063223584","2707"
"140.275667265832","-8.05885412231981","6651"
"140.856142134952","-8.0538804577169","4398"
"129.680923962871","-8.02224116509763","4580"
"139.148124474565","-8.01302707473968","596"
"139.820994285058","-7.99117131870133","6299"
"138.779998629533","-7.9821437846079","2584"
"140.651364782859","-7.9675185355519","412"
"140.860204533612","-7.94357217411647","9162"
"140.629169296226","-7.92642973254607","4425"
"140.400021933665","-7.92470903809158","3687"
"140.935692096413","-7.91646024764225","7203"
"129.582533781909","-7.90705483910949","4664"
"138.325383574992","-7.89268169070743","3497"
"138.216963148231","-7.88508968324226","4865"
"138.451986802449","-7.85892899577647","5316"
"138.765438288147","-7.83303628469673","5247"
"139.258115633829","-7.80319935396699","1594"
"139.723666966058","-7.76680187070974","1380"
"140.751781139988","-7.75020590847583","3417"
"140.487082702805","-7.7463995099294","4344"
"140.854598472042","-7.72387925652242","9552"
"140.84399392458","-7.70925936382855","2241"
"140.208420869927","-7.70065940071072","2991"
"139.604699969328","-7.68899116481037","1112"
"138.728475661922","-7.64660951621613","901"
"139.109068161866","-7.63439310036125","1450"
"140.658402548939","-7.60962275578549","2289"
"140.511443649005","-7.60702698860462","9545"
"140.868684502888","-7.59513494202389","5616"
"131.332769202037","-7.58481080587393","6031"
"139.143016370309","-7.52834399248121","4536"
"131.664214428453","-7.4910213739372","4531"
"139.224535063742","-7.47746790541947","9224"
"140.874672549699","-7.4646635811593","5073"
"138.974656979036","-7.45887178710325","6467"
"140.412329279972","-7.45363651241507","61"
"140.976220636173","-7.37710826043781","3004"
"140.655078910064","-7.34262886832755","7119"
"138.930256132115","-7.30208026559171","4990"
"140.835402565276","-7.29334792047013","8418"
"140.004839042388","-7.27917108327881","7963"
"139.751338645862","-7.27333099652822","4704"
"140.832489582928","-7.23935311855155","3233"
"139.184469983303","-7.23438766116158","8989"
"139.956142898476","-7.19054536967303","2041"
"139.477846924596","-7.18783509541328","6304"
"139.878866384476","-7.16465125295292","5737"
"139.322582889889","-7.10800358140011","1166"
"139.723896951483","-7.09290872525742","332"
"140.261687168828","-7.09112341631254","5645"
"139.696543878098","-6.94086222471185","2872"
"139.919358154555","-6.9335167573924","1635"
"138.870831865798","-6.88858153061312","98"
"140.81635865293","-6.88287178800255","8062"
"139.508147906401","-6.83065574346773","2565"
"134.252042381751","-6.79929013163422","87"
"140.047143700921","-6.7827831896924","4737"
"139.145722222603","-6.76230785432398","8761"
"139.983467780813","-6.76098715493322","8193"
"134.255999778267","-6.71068544058056","5639"
"138.982568218848","-6.68380833968308","4639"
"134.380081201486","-6.66883796500002","7680"
"140.558441011344","-6.66563303123934","1547"
"140.374325454656","-6.6490417733591","8399"
"139.843627598535","-6.63176634993704","1150"
"134.292744531135","-6.6232511847943","7452"
"138.98967364812","-6.60922375287385","2444"
"139.790164798667","-6.52526399363836","1258"
"140.590512004625","-6.48259548109655","7777"
"139.945539963499","-6.44657849200377","81"
"138.900309005656","-6.38327240100045","5095"
"141.001259199053","-6.31148941190679","2888"
"140.316422350211","-6.28563590227503","239"
"138.785886670833","-6.24545752344591","5587"
"134.720914592834","-6.23928643312234","8421"
"140.589536725839","-6.23488295758239","3635"
"139.884538372648","-6.2218653024417","5181"
"138.521043199984","-6.21610002129887","4908"
"139.497660934505","-6.15901827577278","3102"
"134.505242956897","-6.10195253278312","8950"
"138.852064401451","-6.0841561527842","1117"
"134.185872488724","-6.075335014899","9449"
"139.331263043755","-6.06669807165861","1826"
"120.449355035407","-6.04171527124271","3190"
"140.199131914606","-6.02315896771216","5569"
"139.346580947952","-6.01830057461177","9601"
"140.024041842457","-6.00824059812504","7534"
"140.991791365879","-6.00435210766358","3066"
"140.040231417246","-5.99405447183636","8746"
"139.495974483536","-5.94778079844502","4477"
"140.816532474794","-5.93862622162277","7623"
"140.6175889097","-5.92963303533628","6587"
"134.585222470541","-5.89143944047777","5406"
"120.481740919108","-5.87862504021336","9945"
"138.917426288692","-5.84575609826527","6628"
"138.315386035737","-5.83452066649551","9986"
"140.475634385319","-5.82562969715275","5693"
"138.949144718054","-5.82200092370363","5388"
"134.494661252215","-5.82058259211288","5014"
"140.314936846458","-5.80874840071806","5425"
"132.935336493484","-5.80726585753325","1580"
"140.367203016506","-5.78993914487558","1561"
"139.272652439958","-5.742791236926","1872"
"140.391376256209","-5.73257875250738","9648"
"140.413958382074","-5.72012483829059","6284"
"138.877845489578","-5.68645143748381","2502"
"138.872982491049","-5.67014118626668","6748"
"138.593658195969","-5.64520231773275","919"
"134.683386832636","-5.64249320359841","798"
"139.074206452666","-5.63396745163652","1855"
"139.491330860231","-5.62079273619577","7968"
"134.43997839159","-5.60991189991421","1585"
"138.159845379461","-5.58613680806718","5902"
"139.351092723451","-5.56668171488917","408"
"140.347200379194","-5.54644583570672","2549"
"140.065070631904","-5.5284902793029","952"
"139.227291872522","-5.52328048060963","178"
"140.018444598739","-5.51854094101157","9889"
"139.888991068983","-5.51365982024447","6301"
"140.587677878431","-5.50323770385688","3709"
"140.42435332005","-5.49867878319924","8674"
"139.748503387421","-5.46455786445381","5562"
"138.134235294723","-5.46385072483105","4774"
"140.02143681136","-5.44895615400327","2470"
"139.709519279491","-5.42941489678003","4360"
"140.421605722126","-5.42212834494711","9839"
"139.367109002479","-5.3875008803613","3702"
"122.84742151609","-5.30480766334296","750"
"138.728705999882","-5.29048635276291","1254"
"122.419897745884","-5.29038874034802","203"
"140.593218794012","-5.28700690184701","5868"
"139.192531226435","-5.28033522459089","2676"
"139.762425383725","-5.26891564044439","943"
"119.602476482304","-5.26148610180212","1369"
"138.916802521619","-5.2482553055379","8462"
"138.683957931014","-5.24728470412578","8894"
"120.098785550313","-5.24354627094363","4844"
"137.814140658265","-5.23726250995685","8880"
"122.433217941055","-5.21629535514649","604"
"138.01493924505","-5.20114088024735","3884"
"140.176077007048","-5.18482132464436","9610"
"122.905792032376","-5.18306811250335","8113"
"122.92851430679","-5.18161351665043","2131"
"140.327296124117","-5.16031413428982","244"
"138.035064790008","-5.15925891746502","1364"
"119.642083025411","-5.14669413932302","6911"
"139.087932667459","-5.13971083438747","227"
"119.973541122025","-5.12598421579889","3299"
"137.954095612922","-5.10239664159167","9805"
"138.939719915642","-5.09776112477601","2932"
"139.213253066876","-5.08197152256764","8049"
"138.300450801164","-5.05154179471799","4030"
"140.878651886975","-5.02830798772339","3525"
"138.606410688702","-5.02209421377688","5368"
"140.928098719281","-5.02182554401361","781"
"139.26298370993","-4.99047030945718","6272"
"119.906756960565","-4.9903155343344","2006"
"139.136711089445","-4.98943335516515","8019"
"140.259345815357","-4.98878928499744","5923"
"139.063835124591","-4.94938515410155","5612"
"140.076588395038","-4.94511680439695","9974"
"122.514420077625","-4.93810778874342","5826"
"122.981389543593","-4.93070524055435","954"
"122.411729069741","-4.92165803828777","8117"
"138.902655775743","-4.89537197903354","1046"
"140.748543316221","-4.85508592347657","6704"
"136.978812701645","-4.84454104153576","1583"
"122.656646682898","-4.82859646635382","9543"
"136.97416874649","-4.82189852529666","6016"
"140.401724874603","-4.82028229699034","8774"
"139.618186145174","-4.80392999707163","3183"
"139.804336932404","-4.79390821928882","9402"
